Unnamed: 0,Column1,Wind Farm Name,Number of Turbines,Rotor diameter,Minimum hub height,Maximum hub height,Cut-in wind speed,Cut-off wind speed,Rated wind speed,Rated power,Url,Manufacturer,Unnamed: 13,Geometry,Latitude,Longitude,geometry,COUNTY
231,231,Meentycat,15.0,70.0,64.0,113.0,2.0,25.0,14.0,"2,000",https://www.thewindpower.net/windfarm_en_1714_meentycat.php,Enercon,,POINT (-7.862268515271414 54.86948076354176),54.86948076354176,-7.862268515271414,POINT (-7.862268515271414 54.86948076354176),DONEGAL
232,232,Meentycat,7.0,70.0,64.0,113.0,2.0,25.0,14.0,"2,000",https://www.thewindpower.net/windfarm_en_17334_meentycat-2.php,Enercon,,POINT (-7.883904254734794 54.88140801016966),54.88140801016966,-7.883904254734794,POINT (-7.883904254734794 54.88140801016966),DONEGAL
233,233,Meenwaun Wind Farm,4.0,103.0,85.0,139.0,3.0,25.0,12.5,"2,750",https://www.thewindpower.net/windfarm_en_27253_meenwaun.php,GE Energy,,POINT (-7.921047071060448 53.16092314645419),53.16092314645419,-7.921047071060448,POINT (-7.921047071060448 53.16092314645419),OFFALY
234,234,Michael Aylward,0.0,101.0,85.0,139.0,3.0,25.0,12.5,"2,750",https://www.thewindpower.net/windfarm_en_24926_michael-aylward-windfarm.php,Enercon,,POINT (-7.072299563982313 52.33209804064469),52.33209804064469,-7.072299563982313,POINT (-7.072299563982313 52.33209804064469),KILKENNY
235,235,Midas,,,,,,,,,,,,POINT (-9.306967333546249 51.92590447351402),51.92590447351402,-9.306967333546249,POINT (-9.306967333546249 51.92590447351402),KERRY
236,236,Milane Hill Wind Farm,9.0,47.0,40.0,55.0,4.5,25.0,14.0,660,https://www.thewindpower.net/windfarm_en_1698_milane-hill.php,"Hansen, Flender, Valmet",,POINT (-9.21252347986815 51.68954100772094),51.68954100772094,-9.21252347986815,POINT (-9.21252347986815 51.68954100772094),CORK
237,237,"Moanmore Wind Farm
Wind",7.0,70.0,64.0,113.0,2.0,25.0,14.0,"2,000",https://www.thewindpower.net/windfarm_en_1695_moanmore.php,Enercon,,POINT (-9.488160988460269 52.67087051679631),52.67087051679631,-9.488160988460267,POINT (-9.488160988460267 52.67087051679631),CLARE
238,238,Monaincha Bog Wind Farm (Gate 2),15.0,103.0,91.0,141.0,3.0,20.0,11.0,"2,400",https://www.thewindpower.net/windfarm_en_22153_monaincha-bog.php,GE Energy,,POINT (-7.719008101606604 52.93710104862456),52.93710104862456,-7.719008101606604,POINT (-7.719008101606604 52.93710104862456),TIPPERARY
239,239,Monaincha Bog Wind Farm (Gate 3),,,,,,,,,,,,POINT (-7.719008101606604 52.93710104862456),52.93710104862456,-7.719008101606604,POINT (-7.719008101606604 52.93710104862456),TIPPERARY
240,240,Moneenatieve Wind Farm (1),5.0,58.0,44.0,74.0,3.0,25.0,14.5,850,https://www.thewindpower.net/windfarm_en_1730_moneenatieve-1.php,Gamesa,,POINT (-8.158680243935136 54.14305635818167),54.14305635818167,-8.158680243935136,POINT (-8.158680243935136 54.14305635818167),LEITRIM
241,241,Moneenatieve Wind Farm (2),0.0,58.0,44.0,74.0,3.0,25.0,14.5,850,https://www.thewindpower.net/windfarm_en_19362_moneenatieve-2.php,Gamesa,,POINT (-8.158317409001992 54.13219307174718),54.13219307174718,-8.158317409001992,POINT (-8.158317409001992 54.13219307174718),LEITRIM
242,242,Moneypoint,5.0,103.0,69.0,94.0,4.0,25.0,12.5,"3,450",https://www.thewindpower.net/windfarm_en_27243_moneypoint.php,GE Energy,,POINT (-9.423213685445512 52.61019438911185),52.61019438911185,-9.423213685445512,POINT (-9.423213685445512 52.61019438911185),CLARE
243,243,Mossedge Wind Farm,,,,,,,,,,,,POINT (-7.278713329768117 55.11873729246109),55.11873729246109,-7.278713329768117,POINT (-7.278713329768117 55.11873729246109),DONEGAL
244,244,Mount Cronalaght,,,,,,,,,,,,POINT (-8.218010360817054 55.06298852837855),55.06298852837855,-8.218010360817054,POINT (-8.218010360817054 55.06298852837855),DONEGAL
245,245,Mount Eagle Wind Farm,6.0,52.0,40.0,65.0,3.0,25.0,14.0,850,https://www.thewindpower.net/windfarm_en_1725_mount-eagle-windfarm-i.php,Vestas,,POINT (-9.322854469638944 52.24202029481307),52.24202029481307,-9.322854469638944,POINT (-9.322854469638944 52.24202029481307),KERRY
246,246,Mount Eagle Wind Farm (2),2.0,52.0,40.0,65.0,3.0,25.0,14.0,850,https://www.thewindpower.net/windfarm_en_3826_mount-eagle-windfarm-ii.php,Vestas,,POINT (-9.322336511825885 52.24183732531075),52.24183732531075,-9.322336511825885,POINT (-9.322336511825885 52.24183732531075),KERRY
247,247,Mountain Lodge,2.0,70.5,54.7,100.0,3.0,24.0,13.0,"1,500",https://www.thewindpower.net/windfarm_en_6705_mountain-lodge-1.php,"LM Glasfiber, GE Energy",,POINT (-7.107941901830997 54.02149957563525),54.02149957563525,-7.107941901830997,POINT (-7.107941901830997 54.02149957563525),CAVAN
248,248,Mountain Lodge,17.0,70.5,54.7,100.0,3.0,24.0,13.0,"1,500",https://www.thewindpower.net/windfarm_en_6700_mountain-lodge-2.php,"LM Glasfiber, GE Energy",,POINT (-7.107941901830997 54.02149957563525),54.02149957563525,-7.107941901830997,POINT (-7.107941901830997 54.02149957563525),CAVAN
249,249,"Mountain Lodge Wind Farm
Wind",4.0,70.5,54.7,100.0,3.0,24.0,13.0,"1,500",https://www.thewindpower.net/windfarm_en_19364_mountain-lodge-3.php,"LM Glasfiber, GE Energy",,POINT (-7.107941901830997 54.02149957563525),54.02149957563525,-7.107941901830997,POINT (-7.107941901830997 54.02149957563525),CAVAN
250,250,Mountlucas,,,,,,,,,,,,POINT (-7.236684448153066 53.27338874945291),53.27338874945291,-7.236684448153066,POINT (-7.236684448153066 53.27338874945291),OFFALY
251,251,Mounvaun (Mienvee) Wind Farm,0.0,52.0,40.0,65.0,3.0,25.0,14.0,850,https://www.thewindpower.net/windfarm_en_1739_mienvee.php,Vestas,,POINT (-8.144190966374618 52.64965609784392),52.64965609784392,-8.144190966374618,POINT (-8.144190966374618 52.64965609784392),TIPPERARY
